text,label,doc_id
Hillwood Song,PERSON,130
Llac,ORG,130
Punk,PERSON,130
WHIP,ORG,130
Hung G's,PERSON,130
Kibbles N' Bits,ORG,130
Virginia Asthma,PERSON,131
virginia,GPE,131
Agreement,ORG,132
T&C,ORG,132
Immediate Families,WORK_OF_ART,132
Motorways and Trunk Roads,WORK_OF_ART,133
EKAM,ORG,133
al-rassan,PERSON,134
Fedora Core Release,PERSON,134
Mirror List,PERSON,134
Al-Rassan,ORG,134
Fedora,PERSON,134
Al-Rassan,PERSON,134
IBM,ORG,134
Laptop Power Units,ORG,134
Worldwide,PERSON,134
Al-Rassan,PERSON,134
Argh,ORG,134
Linux,PERSON,134
kung-fu,ORG,134
Oslo,GPE,135
Ole,ORG,135
Gjøvik,PERSON,135
World,ORG,135
Ole,ORG,135
Australia,GPE,135
Michael,PERSON,135
Mustad,PERSON,135
Yahoo.com,ORG,136
"Bengals.com
News",ORG,136
Yahoo.com,ORG,136
Bengals.com,ORG,136
NFL,ORG,136
Roger Goodell,PERSON,136
Robert Kraft's,PERSON,136
Deflategate,PERSON,136
the New England Patriots',ORG,136
Robert,PERSON,136
Goodell,ORG,136
Goodell,ORG,136
Tom Brady's,PERSON,136
Brady,PERSON,136
CINCINNATI,GPE,136
AP,ORG,136
Bengals,ORG,136
Jake Fisher,PERSON,136
Oregon,GPE,136
Nick Mensio,PERSON,136
NFL,ORG,136
NFLPA,ORG,136
Roger Goodell,PERSON,136
Spring Weekend,EVENT,137
Brown,PERSON,137
Spring Weekend,EVENT,137
the Main Green,ORG,137
New York,GPE,137
New York,GPE,137
R&B,ORG,137
Spring Weekend,EVENT,137
Nokia,ORG,137
Lil Dicky,PERSON,137
Lorely Rodriguez,PERSON,137
Empress Of,WORK_OF_ART,137
Quaid Day 2019,PERSON,138
MQI,ORG,138
UK,GPE,138
UK,GPE,138
Beloved Quaid,PERSON,138
Shaykh-ul-Islam Dr,PERSON,138
Muhammad Tahir-ul-Qadri,PERSON,138
Hassan Mohi-ud-,PERSON,138
Supreme Council,ORG,138
Minhaj,GPE,138
Ghazala Hassan Qadri,PERSON,138
Allama Hafiz Abdul Saeed,ORG,138
Accrington,GPE,138
SAW,ORG,138
Kabir Hussain,PERSON,138
Hassan Mohi-ud-,PERSON,138
Supreme Council,ORG,138
Minhaj,GPE,138
Minhaj,GPE,138
MQI,ORG,138
LONDON,GPE,138
MQI,ORG,138
UK,GPE,138
Steven G. Smith,PERSON,139
The Boston Globe,ORG,139
Amy Bloom,PERSON,139
Amy Bloom,PERSON,139
America,GPE,139
Hollywood,GPE,139
New Haven,GPE,139
Conn.,GPE,139
Connecticut,GPE,139
Connecticut,GPE,139
Steady Habits,ORG,139
kitche,ORG,139
The Elk River Pioneers,ORG,140
St. Michael,GPE,140
Pioneers,PERSON,140
Albertville,GPE,140
Champlin,PERSON,140
Ben Hendrickson,PERSON,140
Henrickson,ORG,140
Anoka,GPE,140
Milwaukee Brewer,ORG,140
Hendrickson,PERSON,140
Copenhagen,ORG,141
Copenhagen,ORG,141
Copenhagenish,GPE,141
O’Hara Electric,ORG,142
O’Hara Electric,ORG,142
knob,PERSON,142
the National Bank of Angola,ORG,143
Angola,GPE,143
Maritime Operators,WORK_OF_ART,143
Maritime Operators,ORG,143
Maritime Operators,ORG,143
Angolan,GPE,143
Port Charges,GPE,143
the Maritime Operators,ORG,143
Παραδείγματα,GPE,144
Stoica Adrian,PERSON,144
Introduction Mobile,ORG,144
Privacy & security,ORG,144
Introduction Mobile,ORG,144
Introduction Mobile,ORG,144
Smartphones Continuous,ORG,144
RFID QRCodes,ORG,144
kPow,ORG,145
Apache Kafka,PRODUCT,145
Kafka,PERSON,145
kPow,ORG,145
Kafka Clusters,PERSON,145
Schema Registries,PERSON,145
Kafka Connect Clusters,PERSON,145
Subscribe,PRODUCT,145
kPow,ORG,145
kPow,ORG,145
kPow,ORG,145
Kafka Cluster,PERSON,145
Registry,ORG,145
AWS,ORG,145
kPow,ORG,145
kPow,ORG,145
Kafka,PERSON,145
JMX,ORG,145
Zookeeper,PERSON,145
Docker,ORG,145
GB,PERSON,145
kPow,ORG,145
Kafka Cluster - perfect,PERSON,145
kPow,ORG,145
OpenID,ORG,145
"Okta, Github SSO",ORG,145
Role Based Acces,ORG,145
Kröd Mändoon,PERSON,146
SFX,ORG,146
Kröd Mändoon,PERSON,146
HMS Camden Lock,ORG,146
Jericho,GPE,146
Jericho,GPE,146
Kansas,GPE,146
United States,GPE,146
Listener,PERSON,146
"Stryker Hip Implants Lawsuit
Stryker Orthopaedics",ORG,147
MoM,ORG,147
Stryker’s Accolade,ORG,147
Stryker,ORG,147
Stryker,ORG,147
the U.S. Food and Drug Administration,ORG,147
FDA,ORG,147
Health Canada,ORG,147
UK,GPE,147
Healthcare Products Regulatory Agency,ORG,147
MoM,PERSON,147
FDA,ORG,147
MoM,ORG,147
MoM,PERSON,147
Kejora Villas,PERSON,148
Kejora Villas,PERSON,148
Kejora Villas,PERSON,148
Sanur,GPE,148
Bali,GPE,148
Sanur,PERSON,148
Villas,PERSON,148
Arie’s,PERSON,148
Bali,GPE,148
Arie’s Corn Fritter,PERSON,148
Galungan,PERSON,148
Kuningan,GPE,148
Calendar,PERSON,148
Bali Villa,GPE,148
Lemon,ORG,149
San Francisco,GPE,149
CA,PRODUCT,149
Katy Raddatz/The Chronicle,PERSON,149
SAN FRANCISCO,GPE,149
CA,PRODUCT,149
Katy Raddatz,PERSON,149
Meyer,ORG,149
Vignette 1: “,PERSON,150
Gender,PERSON,150
Kayla,PERSON,150
Kayla’s,PERSON,150
Michael,PERSON,150
Kayla’s,ORG,150
Vignette,PERSON,150
Lokaal Wassenaar,ORG,151
Wassenaar,ORG,151
Wassenaar,GPE,151
Lokaal Wassenaar,ORG,151
Wassenaar,ORG,151
the “de Kieswet,ORG,151
De Kiesraad,PERSON,151
the Dutch National Electoral Council,ORG,151
Eurostar,ORG,152
Kent,PERSON,152
A23,ORG,152
Red Cross,ORG,152
Commuters,ORG,152
Cheryl Baker,PERSON,152
Belgium,GPE,152
France,GPE,152
Munzenberg,GPE,152
Germany,GPE,152
Frankfurt,GPE,152
Charles de Gaulle,PERSON,152
Dick Daughtry,PERSON,153
Dick Daughtry,PERSON,153
Goldsboro Earthquakes,ORG,153
the Allied Powers,ORG,153
Dick Daughtry,PERSON,153
Goldsboro,PERSON,153
Brokaw’s Greatest Generation,ORG,153
the National Film Board of Canada,ORG,154
Op-Docs,GPE,154
the New York Times,ORG,154
Glass,PERSON,154
Katarina Cizek,PERSON,154
The New York Times's,ORG,154
Home,WORK_OF_ART,154
Toronto,GPE,154
Helios Design Labs,ORG,154
Face Protection & Face Coverings,ORG,155
staplesa3,ORG,155
Meltblown Fabric,ORG,155
Fibre Glass Free,PERSON,155
Nitrile Gloves,GPE,155
India,GPE,155
Nitrile Gloves,PERSON,155
Canonical,ORG,156
OS Name,ORG,157
"Standard Edition
Version 5.2.3790 Service Pack 2 Build",ORG,157
Description R2,PERSON,157
"Manufacturer Microsoft Corporation
System Name",ORG,157
GenuineIntel,ORG,157
Mhz,GPE,157
GenuineIntel,ORG,157
Mhz,GPE,157
Heidi Cho,PERSON,158
the Nobel Prize in Literature,WORK_OF_ART,158
Kazuo Ishiguro,PERSON,158
the Nobel Prize in Literature,WORK_OF_ART,158
Ishiguro,ORG,158
a Nobel Prize,WORK_OF_ART,158
the Nobel Prize Foundation,WORK_OF_ART,158
Morty,PERSON,158
Rick and Morty,WORK_OF_ART,158
Ishiguro,ORG,158
the Norwegian Nobel Committee’s,ORG,158
the Nobel Prize,WORK_OF_ART,158
Ishiguro,ORG,158
The Remains of the Day,WORK_OF_ART,158
Never Let Me Go,WORK_OF_ART,158
David Scott’s,PERSON,159
Ceylon,ORG,159
Ann Laura Stoler’s,PERSON,159
Dutch East Indies,ORG,159
Indochina,GPE,159
Chaos,PRODUCT,160
Chaos,PRODUCT,160
Chaos,PRODUCT,160
Chaos,PRODUCT,160
"Sword of Rome – Boardgame Review
Down the Appian Way
So",ORG,161
Gauls,PERSON,161
BC,ORG,161
GMT,ORG,161
Rome,GPE,161
Wray Ferrell,PERSON,161
Sword’s,ORG,161
"The Sword and the Spear
GMT",WORK_OF_ART,161
IKG,ORG,162
NAAMM,ORG,162
IKG,ORG,162
Beauty Dentistry,ORG,163
the American Dental Association,ORG,163
the American Academy of,ORG,163
Stephanie Brown,PERSON,164
the Asheville Convention and Visitors Bureau,ORG,164
the Creative Sector Summit,ORG,164
the Asheville Area Arts Council,ORG,164
Asheville Arts Alive,ORG,164
the Asheville Area Arts Council,ORG,164
the Asheville Convention and Visitors Bureau,ORG,164
the Creative Sector Summit,ORG,164
Buncombe County,GPE,164
Asheville Arts Alive,ORG,164
Stephanie Brown,PERSON,164
the Convention and Visitors Bureau,ORG,164
Exploreasheville.com,ORG,164
Simmer,ORG,165
Namasté,GPE,166
the State of the Food Travel Industry,ORG,167
"Top Insights
- Defining",PERSON,167
Food-Loving Travelers,ORG,167
Kevin James,PERSON,168
Netflix,GPE,168
James,PERSON,168
Kevin James,PERSON,168
Does Google,WORK_OF_ART,168
Paul Blarts,PERSON,168
Kevin James,PERSON,168
Paul,PERSON,168
New York',GPE,169
UK,GPE,169
U.S.,GPE,169
Octopussy,ORG,169
New York,GPE,169
Ian Fleming,PERSON,169
James Bond,PERSON,169
Fleming,ORG,169
Glidrose,ORG,169
Peter Janson-Smith,PERSON,169
The New York Herald Tribune,ORG,169
New York,GPE,169
Fleming,ORG,169
Reflections,ORG,169
a Carey Cadillac,PERSON,169
Fleming,ORG,169
Thrilling Cities,PERSON,169
Fleming,ORG,169
the ACSM Health Journal,ORG,170
the Tour de France,ORG,170
Katarina General Guide,ORG,171
Persion Katarina,PERSON,171
the Sinister Blade,PERSON,171
Katarina,ORG,171
AP,ORG,171
Katarina,ORG,171
Katarina,PRODUCT,171
Katarina,PRODUCT,171
Katarina,ORG,171
Katarina,ORG,171
"Pros / Cons
Pros",ORG,171
AP Carry,ORG,171
AP,ORG,171
Magic Resist,PRODUCT,171
Septic Tank Contractor in Tavares,ORG,172
American Septic Inc,ORG,172
Tavares,GPE,172
"Keeping Septic Systems Running
Take",ORG,172
Thunder’s,ORG,173
Robert Johnson’s Tombstone,PERSON,173
UK,GPE,173
UK,GPE,173
2 European Tours,ORG,173
the Monsters of Rock Festival,ORG,173
Milton Keynes,PERSON,173
Thunder Go Mad In Japan,WORK_OF_ART,173
Japan,GPE,173
Harry,PERSON,173
Ian Gillan,PERSON,173
the Teenage Cancer Trust,ORG,173
Thunder,GPE,173
Robert Johnson’s Tombstone,PERSON,173
Milan,GPE,174
AR,ORG,174
AI,GPE,174
Software,ORG,174
Hardware,ORG,174
Augmented Reality,ORG,174
"Computer Virus
Antivirus",ORG,176
"Robson Suites
Robson Suites",PERSON,177
BC,ORG,177
"Robson Suites
Free",PERSON,177
Vancouver,GPE,177
Free Wi-Fi,PERSON,177
iPod,ORG,177
Robson Suites,PERSON,177
Stanley Park Pitch,PERSON,177
Putt,ORG,177
Vancouver Convention Centre,ORG,177
Robson Suites,PERSON,177
Walters,ORG,178
Portland,GPE,178
Heart,ORG,178
Emily Conradson,PERSON,178
Cricut Explore,WORK_OF_ART,179
"Tennyson (Tink) Jenkins
Wildomar",ORG,180
California,GPE,180
Fullerton College,ORG,180
Pearl Harbor,GPE,180
RMS,ORG,180
NRL,ORG,180
Washington,GPE,180
D.C.,GPE,180
Wright,PERSON,180
Business Chairperson,PERSON,180
Katinkaland,GPE,180
The Perfect Moment,WORK_OF_ART,180
Alpha,PERSON,180
Omega,ORG,180
"Creative Mind
Omnipotent",PERSON,180
Special Operations,ORG,181
Breach,GPE,181
Clear,ORG,181
the PlayStation Vita,PRODUCT,181
Clear,ORG,181
Breach,PERSON,181
the Army Special Forces,ORG,181
Spetznaz,PERSON,181
El Salvador,GPE,182
Carlos Marroquin,PERSON,182
the USAID Program,ORG,182
Improve Access to Employment,ORG,182
El Salvador,GPE,182
USAID’s Program,ORG,182
Improve Access to Employment,ORG,182
CARANA,ORG,182
Program Communications,ORG,182
Carlos Marroquin’s,PERSON,182
Dorota,PERSON,184
Sainsburys,ORG,184
William,PERSON,184
Esther,PERSON,184
William,PERSON,184
William’s,PERSON,184
William,PERSON,184
Esther,PERSON,184
Louise,PERSON,184
Tim Barry,PERSON,185
Birth Place,PERSON,185
Richmond,GPE,185
Virginia,GPE,185
Years Active,EVENT,185
Genres,PERSON,185
Genres,PERSON,185
Tim Barry,PERSON,185
Washington D.C.,GPE,185
Barry,PERSON,185
Avail,PERSON,185
Barry,PERSON,185
Reston,GPE,185
Barry,PERSON,185
Barry,PERSON,185
Avail,PERSON,185
Barry,PERSON,185
Richmond,GPE,185
Virginia,GPE,185
Tim Barry,PERSON,185
the Debt Free Living,ORG,186
Morbid,PERSON,187
Lisa,PERSON,187
F-I-N-A-L-L-Y,PRODUCT,188
Moon,PERSON,188
Ahhhhhhhhhhhhhh,PERSON,188
Serena,PERSON,188
Usagi,ORG,188
Tuxedo Mask,PERSON,188
Marissa Meyer's,PERSON,188
Sailor Moon,PERSON,188
ePrograms,ORG,189
Natalie’s Conquer Club,ORG,189
"Stepper and Servo Drives, Motors",WORK_OF_ART,190
"Controls
News Release",ORG,190
Lenze,GPE,190
the Engineeringtalk Editorial Team,ORG,190
TTP,ORG,190
Labtech,ORG,190
Lenze,GPE,190
Brake,ORG,190
Margarita Engle’s Tropical Secrets,ORG,191
Myra,PERSON,191
Novel,ORG,191
Nazi Germany,GPE,191
Zusak’s The Book Thief,ORG,191
Tropical Secrets,ORG,191
David vs Goliath,PERSON,192
Intel,ORG,192
Motorola,ORG,192
RAW vs JPEG,ORG,192
Nikon F90X,ORG,192
Nikon,ORG,192
D80,PRODUCT,192
Nikkor,ORG,192
VR,WORK_OF_ART,192
D80,ORG,192
ISO1600,GPE,192
D80,ORG,192
Salem,GPE,193
Utah,GPE,193
United States,GPE,193
Canada,GPE,193
United Kingdom,GPE,193
Australia,GPE,193
Japan,GPE,193
South Korea,GPE,193
Indonesia,GPE,193
South africa,GPE,193
Hong Kong,GPE,193
Bahamas,GPE,193
Israel,GPE,193
New Zealand,GPE,193
Singapore,GPE,193
Switzerland,GPE,193
Norway,GPE,193
Saudi arabia,GPE,193
Ukraine,GPE,193
United arab,GPE,193
Qatar,GPE,193
"mkiii
- Country/Region",PERSON,193
Germany,GPE,193
Indre,PERSON,194
Loire Valley,GPE,194
the Centre-Loire Valley region,ORG,194
France,GPE,194
Tours,ORG,194
Abilly,ORG,194
Paris,GPE,194
La Roche-Posay,ORG,194
France,GPE,194
Abilly,ORG,194
Centre-Loire Valley,ORG,194
Indre,PERSON,194
"Abilly
Markets",WORK_OF_ART,194
Beechmont Ave,PERSON,195
Suite,PERSON,195
Cincinnati,GPE,195
Ohio,GPE,195
Ohio,GPE,195
the Scotsman Guide and Mortgage Executive Magazine,ORG,195
Miami,GPE,195
Ohio,GPE,195
Cincinnati,GPE,195
Patricia,PERSON,195
Texas,GPE,196
The United States Immigration and,ORG,196
Customs Enforcement,ORG,196
Mexico,GPE,196
PORTLAND,ORG,197
Ore.,GPE,197
AP,ORG,197
Portland,GPE,197
CJ McCollum,ORG,197
Portland,GPE,197
the Western Conference,ORG,197
Blazers,ORG,197
Dallas,GPE,197
Rookie Dillon Brooks,PERSON,197
Memphis,GPE,197
Brooks,PERSON,197
Brooks,PERSON,197
Oregon,GPE,197
Portland,GPE,197
Brooks’,ORG,197
Stotts,PERSON,197
Marquis Teague’s,PERSON,197
the Hill Stole Millions,ORG,198
Elderly,GPE,198
U.S.,GPE,198
St. Louis Funeral Scam,ORG,198
Plead Guilty,PERSON,198
Driver,PERSON,198
Princeton Partnership LLC,ORG,198
Princeton Partnership,ORG,198
Dave Coulier below ↓,PERSON,199
Dave Coulier,PERSON,199
Detroit,GPE,199
Michigan,GPE,199
USA,GPE,199
Jayne Modean,PERSON,199
Luc Coulier,PERSON,199
Melissa Bring,PERSON,199
Dave Coulier,PERSON,199
Dave Coulier,PERSON,199
Arlen Coulier,PERSON,199
Dave Coulier’s,PERSON,199
David Alan Coulier,PERSON,199
Harper Woods,PERSON,199
CelebsCouples,ORG,199
Dave Coulier,PERSON,199
Melissa Bring,PERSON,199
Dave Coulier’s,PERSON,199
CelebsMoney,ORG,199
NetWorthStatus,ORG,199
Dave Coulier’s zodiac,PERSON,199
"Virgo
Dave Coulier",ORG,199
